gearbox	title	refcode	description	model	year	run	phone	wheel_drive	price
Manual	PEUGEOT 403 Commerciale 1959 Rare model	TA1190469	"This Peugeot 403 was built in the year 1959 and is a ""Commerciale"" version. A very spacious stati..."	Commerciale 1959 Rare model	1959 	6,938		LHD	14,950
Manual	TRIUMPH TR6	DIYCCW1162354	Ground up restoration, full photo record, twin SUs, 5 speed Triumph box, superb cond		1974 	0		RHD	27,850
Automatic	VOLVO 940	DIY1186704	Exceptionally clean & honest example, five alloys have been refurbished and fitted with new Avon ...		1996 	38,500		RHD	3,500
Manual	BMW 503	DIY1145837	1 owner, all it's life spent in one family, in 2002 was fully restored, is in a very good conditi...		1958 	51,263		RHD	229,000
Manual	FORD ESCORT Mk1 RS2000	TA1186784	"* SIMILAR QUALITY CARS ALWAYS REQUIRED * 

A Rare Matching Numbers AVO Factory Black Mk1 Ford Esc..."	Mk1 RS2000	1974 	82,481		RHD	39,995
Automatic	VOLVO 850 T5R	DIY1172257	One of the last iconic 'sleepers, fully restored in lovely condition, great investment, rare, no ...	T5R	1995 	175,000		RHD	12,995
Manual	MINI MARK I 850 Super Deluxe	DIY1185391	Body work in excellent condition, interior needs a little restoration, mechanically runs well and...	850 Super Deluxe	1966 	72,724		RHD	9,950
Automatic	MERCEDES-BENZ 230 E	DIY1159813	We have owned this car for 5 years and have barely used it, never had any problems with it, start...	E	1991 	145,000		RHD	1,100
Manual	TRIUMPH SPITFIRE 1500	DIY1177370	Good runner needs some TLC, a good winter project for someone, come and see if interested.	1500	1977 	134,000		RHD	3,700
Automatic	MERCEDES-BENZ SL-CLASS SL55 AMG F1	DIY1156692	"F1 AMG performance pack 030, brilliant metallic paint with black leather, 19"" double spoke alloys..."	SL55 AMG F1	2004 	60,000		RHD	30,995
Manual	BOND EQUIPE 2ltr	DIY1190166	Original unmolested. Tax & MoT exempt, one previous owner. Lots of history, MoT's, handbooks, V5c...	2ltr	1968 	60,000		RHD	3,950
Manual	LAND ROVER SERIES III	DIY1190451	Bought 4 years ago, g/chassis, engine is very strong, heavy duty clutch fitted, new battery fitte...			77,000		RHD	6,995
Automatic	FACEL VEGA FV4	DIY1152144	Fully restored, red interior, mint condition, publishing this advert for my 82 year old friend, c...		1958 	28,740		LHD	210,000
Manual	MERCEDES-BENZ CLK-CLASS 200 Elegance	DIY1172451	In good condition, service history, low owners, private plate, full MoT, all documents available,...	200 Elegance	1999 	68,300		RHD	995
Manual	VOLKSWAGEN CAMPERVAN	DIY1186706	A lovely Splitscreen Campervan in extremely good condition which has been well looked after. It i...			99,110		LHD	22,000
Manual	ROLLS-ROYCE PHANTOM III	TA1189726	SALE AGREED  A very handsome, stylish and sound car, looking striking with its array of lamps and...	III	1938 	0		RHD	52,500
Automatic	BMW 840 Ci Automatic	TA1187079	"THE SALE

We have consigned Mamadou's 1994 BMW 840 Ci

***The car is now available for £7,500***
..."	Ci Automatic	1994 	76,000		RHD	7,500
Automatic	VOLKSWAGEN CAMPERVAN T2 Automatic	DIY1121842	This is Aussie, so called because he was shipped over from Australia 9 years ago to the UK. He wa...	T2 Automatic	1973 	22,359		RHD	19,950
Manual	MG B Roadster	DIY1186101	Nice looking car, VGC, been in storage for a couple of years & requires light restoration, engine...	Roadster	1981 	85,000		RHD	6,750
Manual	BMW 8 SERIES	DIY1186738	Very rare, no rust, and not one mark on the paint work, is in excellent condition throughout, fas...			85,574		RHD	25,950
Automatic	BENTLEY CONTINENTAL GT 6.0 W12 2005 Midnight Emerald	TA1190468	This beautiful Bentley Continental GT was built in 2005. Since then, only 82.357 kilometers have ...	6.0 W12 2005 Midnight Emerald	2005 	51,174		LHD	49,950
Manual	LANCHESTER 10	DIY1183334	Restored in 2003, A frame up mechanical restoration, re-trimmed, re-chromed, new headlining, purc...			48,000		RHD	11,750
Manual	AUSTIN MINI Metro GTa	DIY1177275	Pristine condition, no rust, multiple MOC show winner, unmarked interior, detailed history file, ...	Metro GTa	1989 	40,000		RHD	8,950
Automatic	BENTLEY FLYING SPUR	DIY1164968	Is in superb condition, 3 former keepers, has been serviced at Bentley or Bentley approved, servi...			92,117		RHD	16,995
Manual	CHRYSLER PT CRUISER LIMITED 2.4 LITRE	DIYCCW1186714	MoT to 17 October 2020, full leather interior, immaculate interior, recent battery, service histo...	LIMITED 2.4 LITRE	2007 	46,000		RHD	1,050
Manual	AUSTIN-HEALEY 3000 Mark II BT7	DIY1154753	An American export, re-imported 2004 and fully restored over the following years, still in excell...	Mark II  BT7	1961 	29,000		LHD	POA
Automatic	TRIUMPH STAG	DIY1185705	Very good condition, no visible rust, sounds great, new hoses throughout, lovely to drive, soft t...		1973 	46,000		RHD	12,750
Automatic	JAGUAR SOVEREIGN	TA1190462	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1992 	210,000		RHD	Auction
Automatic	BMW 840 CI SPORT INDIVIDUAL	TA1190141	Offered for sale is a 4.4L 1997 BMW 840ci Sport Individual automatic that has been with the curre...	CI SPORT INDIVIDUAL	1997 	0		RHD	Auction
Manual	FORD ESCORT RS TURBO SERIES 1 S1	DIY1186592	10 former keepers, been in warm storage since 2008, untouched, small folder full of receipts tota...	RS TURBO SERIES 1 S1	1986 	106,986		RHD	11,250
Manual	FORD GT 40 MK2 REPLICA	TA1190460	"GT40 MK2 "" Lemans 66 Replica """	MK2 REPLICA	1979 	1		RHD	95,000
Manual	FORD XR4 I	TA1180141	Although the standard Sierra was seen as a jelly mould modern design for the masses Ford did well...	I	1984 	60,000		RHD	16,950
Manual	PORSCHE 911	TA1185174	By the late eighties, the 911 had been developed for 25 years into a well-sorted and stunning sup...		1987 	60,000		RHD	69,950
Automatic	MERCEDES-BENZ 280	TA1178306	From its launch in 1971, the SL soon became the standard all other Grand convertible touring cars...		1985 	69,000		RHD	27,950
Manual	PORSCHE 356 Replica	TA1190455	356 Speedster replica	Replica	2015 	57,268		RHD	29,995
Manual	BMW 6 SERIES M635i	TA1183169	Superb BMW M635i (M6) - Rare Highline - Full History	M635i	1988 	150,000		RHD	36,995
Manual	CHEVROLET CORVETTE Sting ray	DIY1121896	A beautiful car, only 6508 convertibles made. Complete with hard top as well as the soft top. New...	Sting ray	1972 	9,549		LHD	28,500
Automatic	JAGUAR XJS V12	DIY1183551	Stunning, 6 registered owners from new, comes with old style V5, FSH, handbook, MoT's, invoices, ...	V12	1991 	56,445		RHD	18,995
Manual	LOTUS ELAN	TA1190449	Elan SE RHD DHC		1967 	99,999		RHD	30,000
N/A	AUSTIN-HEALEY SPRITE MK1	DIYCCW1149695	Garaged last 5 years still runs well. Pride and joy past 40 years. Space needed. Includes many sp...	MK1	1959 	0		RHD	12,000
Manual	PORSCHE 944 S2 CABRIOLET	DIY1189896	Blue metallic, blue hood, ivory leather, cup alloys, good tyres, paintwork not perfect, been stoo...	S2 CABRIOLET	1989 	130,000		RHD	9,695
Automatic	PORSCHE 928 GTS	TA1190440	A UK RHD supplied example of the desirable GTS model, thats finished in Polar Silver metallic and...	GTS	1995 	55,177		RHD	54,995
Manual	AUSTIN A30 2 Door	DIY1172384	Fully restored 2017/18, original rebuilt engine, new tyres, working semaphore indicators, heater,...	2 Door	1955 	12,500		RHD	6,995
Manual	ASTON MARTIN VANTAGE V550	TA1190432	Aston Martin Vantage V550. Price reduction.	V550	1996 	39,000		RHD	180,000
Manual	BMW 1602 S14 E30 M3 2.3	TA1190427	A unique, custom one-off metal arched 1602 that first appeared on the scene when it was magazine ...	S14 E30 M3 2.3	1975 	7,683		RHD	29,995
Automatic	JAGUAR XKR	DIY1149494	1 off colour , 1 owner, car has been serviced every year and MoTd by Taggarts Glasgow, every year...			13,500		RHD	25,500
Manual	MG A TWIN CAM	DIY1185392	Race car with FIA HTP, hugely successful, historic, built as new in 2014, multiple race and class...	TWIN CAM	1959 	999		RHD	45,000
Manual	JAGUAR E-TYPE Series 1 (2+2)	DIY1170028	Matching numbers, factory manual gearbox, heritage certificate, fully restored, many new parts, o...	Series 1 (2+2)	1966 	58,377		LHD	59,995
Manual	LOTUS ESPRIT S4S	DIY1150992	In good original condition, paintwork virtually unmarked, extensive service history, car drives w...	S4S	1995 	48,700		RHD	30,500
Manual	TRIUMPH 1800 ROADSTER	DIY1170966	Spectacularly clean example, much sought after quality tourers, registered in the UK, does not re...		1946 	8,000		RHD	14,500
Manual	MERCEDES-BENZ 280	DIY1166836	Beautiful, rare, only one on the market with a bench seat, owned for over 3 years, spent thousand...		1970 	89,500		RHD	24,000
Manual	MG MIDGET	DIY1170374	Now tax and MoT exempt, long list of replaced parts and repairs to put vehicle back on the road, ...		1978 	53,000		RHD	2,950
Manual	AUSTIN MINI COOPER S MKIII	DIY1142972	Completely rebuilt shell, never raced, with new heritage replaced panels, professionally replaced...	COOPER S MKIII	1971 	310		LHD	28,000
Automatic	MERCEDES-BENZ 320 SL	DIYCCW1176147	Factory hardtop, recent new hood, FSH, AMG wheels, leather interior, usual refinements, cherished...	SL	1994 	111,000		RHD	12,500
Automatic	ALFA ROMEO 164 LUSSO	DIY1175975	Rare, V6, MoT Oct 2020, electric sunroof, windows, seats, air con, radio/CD, power steering, allo...	LUSSO	1991 	89,564		RHD	5,750
Automatic	DAIMLER SOVEREIGN 4.2 series III	DIY1181988	Dream car of my dad's, he bought in the UK, currently on Dutch license plates, predominantly used...	4.2 series III	1986 	69,475		RHD	7,900
Manual	FORD CORTINA 1600l	DIY1166786	Running, driving project, tax and MoT exempt, less than 10 left on the road, professional convers...	1600l	1974 	79,485		RHD	9,000
Manual	VOLKSWAGEN BEETLE	DIY1134792	VW Beetle, cream, restored, just over £3k spent, resprayed, Waxoyled, many new parts, MoT earlier...		1973 	88,000		LHD	4,000
Automatic	PORSCHE 996 996 Carrera 4 Tiptronic S Cabriolet	DIY1180433	FSH, beautiful, current MoT till 21.09.2020 (passed 10.09.2019 with no advisories), full stamped ...	996 Carrera 4 Tiptronic S Cabriolet	1999 	69,896		RHD	15,495
Manual	FORD ANGLIA 105e	DIY1166830	This car wants for nothing, excellent show condition, all steel, no filler, disc brakes front and...	105e	1961 	60,000		RHD	28,500
Manual	MORGAN PLUS 8 LeMans 62	DIY1177607	Car No.35 of just 40, probably the most exclusive, low mileage, 2 owners, beautiful & practical, ...	LeMans 62	2002 	16,700		RHD	48,500
Manual	ROVER P6 2000sc	DIY1118093	Rare model with aluminium grill,spiked knock wheels,dunlop breaks,110special speedometer,spare wh...	2000sc	1964 	41,000		RHD	5,950
Manual	MORRIS MINOR	DIYCCW1159145	Factory convertible, almond green, e/ignition, alternator, servo front discs wax oyled, tyres goo...		1957 	0		RHD	7,850
Manual	TRIUMPH TR250 RHD with fuel injection	DIY1177111	Chassis by CTM, original body & Stan part panels, resprayed, many new parts, too many to list, He...	RHD with fuel injection		1,095		RHD	32,500
Automatic	ROLLS-ROYCE SILVER SHADOW II	DIY1166399	Excellent condition, no mechanical faults, drives perfectly, full service history, good bodywork,...	II	1978 	78,000		RHD	25,000
Manual	LAND ROVER RANGE ROVER	DIY1173122	Imported from Portugal, virtually corrosion free, been well cared for judging by its condition, s...		1991 	121,649		LHD	13,500
Automatic	JAGUAR XJ XJR 4.0L Auto	DIY1180133	Fully loaded, 12 months MoT, exceptionally clean interior, electric seats, electric windows, elec...	XJR 4.0L Auto	1991 	65,000		RHD	3,795
Manual	FORD MUSTANG FASTBACK	DIY1176774	Candy Apple red, radial T/As BFG tyres, raised white lettering, AM radio, a strong driver, both m...	FASTBACK	1967 	58,000		LHD	68,000
Manual	FORD ESCORT CABRIOLET	DIY1186594	Limited Edition, owned this stunning car for just over 6 years, with service book and old MoT's, ...		1985 	59,450		RHD	7,500
Manual	JAGUAR E-TYPE Series 1	DIY1180756	Lovely, in beautiful condition, superb black mohair hood, engine was completely rebuilt, Jaguar H...	Series 1	1968 	98,000		RHD	135,000
Manual	PORSCHE 944	TA1190424	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1985 	106,579		RHD	Auction
Manual	PORSCHE 911	TA1190423	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1987 	65,000		RHD	Auction
Automatic	CADILLAC SEVILLE	TA1190422	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1988 	103,000		RHD	Auction
Manual	NSU PRINZ	TA1190421	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1971 	98,000		RHD	Auction
Manual	MORGAN PLUS 4	TA1189561	Stainless Wire Wheels, Stainless Door Check Straps, Elasticated Door Pockets, Sun Visors, Black U...			26		Other	48,995
Manual	MORGAN PLUS 4	TA1189556	2020, Stainless Wire Wheels, Green Carpets, Stainless Door Check Straps, Sun Visors, Over-riders,...			26		Other	53,150
Manual	MORGAN ROADSTER 110	TA1189275	2020, Power Steering, Black Leather Moto-lita Steering Wheel, Black Mohair Hood, Black Mohair Hoo...	110		26		Other	64,750
Automatic	JAGUAR XJS	TA1183132	BEAT THIS! 17,000 MILES FROM NEW!1996 Jaguar XJS 4.0 Litre Convertible Celebration Model. Full Ja...		1997 	17,000		RHD	36,500
Automatic	CHEVROLET CAMARO SS	TA1189719	Offered for sale is a 5.7L 1968 Chevrolet Camaro SS automatic that has been with the current owne...	SS	1968 	0		RHD	Auction
Manual	PORSCHE 911 CARRERA 3.2 SPORT TARGA	TA1186046	Offered for sale is a 3.2L 1989 Porsche 911 Carrera 3.2 Sport Targa manual that has been with the...	CARRERA 3.2 SPORT TARGA	1989 	0		RHD	Auction
Manual	DATSUN 120Y	DIY1180767	Incredibly rare, only 6 known to be on the UK roads, very clean interior, waxoyled everywhere to ...		1978 	68,000		RHD	6,500
Manual	MINI COOPER R50	DIY1186260	Fitted with a huge options list, leather interior seats and trim, totally refreshed mechanically,...	R50	2003 	120,000		RHD	4,395
Automatic	JAGUAR XJ XJR 100	DIY1189092	one previous owner plus Jaguar, 85 were made for the UK market in 2001, is in excellent condition...	XJR 100	2001 	38,200		RHD	16,950
Automatic	MERCEDES-BENZ SL-CLASS	DIY1158238	Beautiful, lovely tan trim, hard and soft tops are in as new condition, fast appreciating classic...		1985 	63,000		RHD	22,500
Automatic	ROLLS-ROYCE SILVER SPIRIT	DIY1163029	This car comes complete with a full Rolls Royce service history, hard to find an early example th...			40,000		RHD	11,995
Automatic	BENTLEY T2	TA1123361	1980 Bentley T2 in immaculate condition with only 54.750 miles since new		1980 	54,750		RHD	47,750
Manual	MG J TYPE J2	TA1158945	"1933 MG J2 with period competition history
Immaculate condition with fully rebuild engine"	J2	1933 	2,042		RHD	57,500
Manual	MAZDA MX-5 NEVADA in Cerrian Silver	DIY1167950	An attractive car in very good clean condition, MoT till July 2020 no advisories, genuine matchin...	NEVADA   in Cerrian Silver	2003 	49,827		RHD	2,995
Manual	VOLKSWAGEN KEVER	TA1190412	Volkswagen 1200 Brilkever '52		1952 	42,437		LHD	42,950
Manual	BMW 318	TA1190411	BMW 318i Cabriolet '91		1991 	58,074		LHD	18,950
Automatic	JAGUAR XJ	TA1190410	Jaguar XJR-S Coupé 6.0 V12 '92		1992 	103,883		LHD	36,950
Manual	PORSCHE 924	DIY1175766	Kept in a dry brick garage for 23 years before I purchased it 5 years ago, very immaculate inside...		1982 	32,586		LHD	7,500
Automatic	BMW E36 328i	DIYCCW1148505	Imported from Japan under 2 years ago (no road salt used). Beautoful looking car, looks new under...	328i	1995 	20,000		RHD	4,500
Manual	MG B ROADSTER	DIY1189108	Black interior, engine and gearbox re-built, body work rust free and re-sprayed, bright chrome wo...	ROADSTER	1966 	0		RHD	10,950
Automatic	ROLLS-ROYCE CORNICHE CORNICHE CONVERTIBLE DHC	TA1189357	"1972 ROLLS-ROYCE CORNICHE DHC
We are absolutely delighted to be able to offer this amazing Cornic..."	CORNICHE CONVERTIBLE DHC	1972 	29,000		RHD	59,950
Manual	FORD ESCORT	TA1190405	When the MkII Escort was launched, the RS name continued with the Cosworth-engined RS1800, produc...		1976 	100		RHD	38,950
Manual	LOTUS ELAN +2 S130 Spyder chassis 2.0 Zetec engine	DIY1176937	Silver with Red interior. Chassis rebuilt by Spyder with 2.0 Zetec engine.  Was daily driver. Dri...	+2 S130 Spyder chassis 2.0 Zetec engine	1972 	110,000		RHD	15,000
Automatic	MERCEDES-BENZ W123 280CE	DIY1170347	Full service history, last serviced and MoT'd in August 2019, is in fantastic rust free condition...	280CE	1982 	99,640		RHD	15,250
Manual	VOLKSWAGEN T2 Dormobile	DIY1177660	Beautiful, fully restored, no expense has been spared, upgraded servo brakes with discs & drums o...	Dormobile	1972 	60,000		RHD	26,500
Manual	MG BGT	DIY1170368	"Excellent condition, 2 lady owners present
one for 38 years, MoT August 2019, full documentation,..."		1979 	148,000		RHD	5,950
Manual	JAGUAR MARK 2	TA1190404	By the late 1950s Jaguar were a force to be reckoned with after several wins at Le mans and alrea...		1961 	72,000		RHD	36,950
Manual	LAND ROVER DEFENDER	TA1190403	Having been featured in the feature film there was a great demand for a limited edition series of...		2001 	67,000		RHD	33,950
Automatic	MERCEDES-BENZ SL-CLASS 500	DIY1164717	Good condition, FSH, elegant, a lot of love and attention spent on it, recently resprayed, six ye...	500	1985 	147,973		RHD	18,995
Automatic	MERCEDES-BENZ CLK-CLASS 240	DIY1155932	Full service history at Mercedes-Benz dealer,  comes with original number plate, parking sensors,...	240	2004 	21,922		RHD	12,950
Manual	AUSTIN 10/4	DIY1167227	Good condition, white over black with tan upholstery, proved reliable, very good oil pressure, ne...			10,000		RHD	9,500
Manual	BENTLEY 4 1/4 LITRE	TA1164095	"1936 Bentley 4.25 litre tourer by Vanden Plas
Original condition with the last ownership since 1951"		1936 	64,886		RHD	350,000
Manual	BENTLEY 4 1/4 LITRE	TA1164094	"1939 Bentley 4.25 litre MX chassis series
Fully rebuilt to Embiricos Specification"		1939 	83,320		RHD	797,500
Automatic	DODGE DART	TA1190400	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1974 	23,603		RHD	Auction
Manual	JAGUAR E-TYPE	TA1190399	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1968 	21,000		RHD	Auction
Manual	FORD MUSTANG	TA1190398	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1968 	103,460		RHD	Auction
Manual	TOYOTA CELICA	TA1190397	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1990 	165,200		RHD	Auction
Manual	TRIUMPH SPITFIRE	TA1190396	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1981 	5,000		RHD	Auction
Manual	SEAT IBIZA	TA1190395	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1991 	181,000		RHD	Auction
Manual	FIAT 500	TA1190394	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1971 	3,000		RHD	Auction
Manual	LANCIA FULVIA	TA1190393	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1966 	15,456		RHD	Auction
Manual	FIAT 124	TA1190392	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1973 	0		RHD	Auction
Manual	PORSCHE 944	TA1190391	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1984 	93,812		RHD	Auction
Manual	MORRIS MINOR	TA1190390	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1958 	87,158		RHD	Auction
Manual	FIAT 500	TA1190389	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1972 	90,000		RHD	Auction
Manual	JAGUAR XJ	TA1190388	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1988 	208,000		RHD	Auction
Automatic	MERCEDES-BENZ 230	TA1190387	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1985 	73,904		RHD	Auction
Manual	FORD FIESTA	TA1190386	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1982 	79,000		RHD	Auction
Manual	VOLVO 164	TA1190385	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1971 	31,240		RHD	Auction
Manual	RENAULT 5	TA1190384	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1974 	4,000		RHD	Auction
Manual	RENAULT NN	TA1190383	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1928 	6,000		RHD	Auction
Manual	BENTLEY 3 1/2 LITRE Gurney Nutting Pillarless Coupe	TA1176946	1935 Bentley 3 ½ litre with Gurney Nutting Sportsman's Pillarless Coupe bodywork	Gurney Nutting Pillarless Coupe	1935 	23,737		RHD	250,000
Manual	MASERATI SHAMAL	DIY1177372	This Maserati Shamal V8 3.2 Biturbo is an especially beautiful rare car. Matching numbers Engine,...		1992 	27,980		LHD	56,000
Manual	PORSCHE 911	TA1190380	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		2008 	56,100		RHD	Auction
Manual	MERCEDES-BENZ 200	TA1190379	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1993 	165,325		RHD	Auction
Manual	FERRARI 328	TA1190378	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1986 	82,000		RHD	Auction
Manual	PORSCHE 911	TA1190377	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1973 	55,000		RHD	Auction
Automatic	FORD CUSTOM	TA1190376	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1965 	131,023		RHD	Auction
Manual	JAGUAR XK	TA1190375	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1955 	51,504		RHD	Auction
Automatic	MERCEDES-BENZ 280	TA1190374	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1972 	135,242		RHD	Auction
Manual	FIAT 128	TA1190373	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1970 	59,000		RHD	Auction
Manual	MERCEDES-BENZ 190	TA1190372	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1986 	166,000		RHD	Auction
Automatic	JAGUAR XK	TA1190371	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		2010 	110,200		RHD	Auction
Manual	MG B	TA1190370	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1977 	69,983		RHD	Auction
Automatic	CHEVROLET CORVETTE	TA1190369	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1988 	31,600		RHD	Auction
Manual	OPEL MANTA	TA1190368	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1982 	102		RHD	Auction
Automatic	FORD THUNDERBIRD	TA1190367	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		2002 	154,000		RHD	Auction
Manual	LANCIA FULVIA	TA1190366	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1970 	1		RHD	Auction
Automatic	BMW 320	TA1190365	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1992 	19,523		RHD	Auction
Manual	LAMBORGHINI URRACO	TA1190364	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1976 	66,000		RHD	Auction
Manual	RENAULT 18	TA1190363	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1984 	202,000		RHD	Auction
Manual	MASERATI 4200 GT	DIY1169669	Stunning facelift model, full history, head turning, luxury, dream drivers car, great comfort, vi...		2004 	48,855		RHD	12,980
Manual	MG B	DIY1184645	Fia Appendix K race car and road legal, built in 2014, engine rebuilt 2019 and not yet run in, tw...		1964 	100		RHD	35,000
Manual	BMW Z1	TA1190360	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1989 	77		RHD	Auction
Manual	ROVER 214	TA1190359	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1993 	177,000		RHD	Auction
Manual	FIAT 500	TA1190358	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1963 	20,887		RHD	Auction
Manual	MORRIS MINOR	TA1190357	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1958 	23,085		RHD	Auction
Manual	MINI MOKE	TA1190356	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1987 	100		RHD	Auction
Manual	MG B	TA1190355	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1968 	88,999		RHD	Auction
Automatic	SAAB 9-3	TA1190354	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1999 	162,200		RHD	Auction
Manual	PORSCHE 911	TA1190353	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1994 	122,000		RHD	Auction
Automatic	BMW 328	TA1190352	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1999 	135,067		RHD	Auction
Manual	MERCEDES-BENZ 250	TA1190351	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1971 	87,000		RHD	Auction
Manual	PORSCHE 964	TA1190350	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1991 	155,000		RHD	Auction
Manual	FORD ESCORT	TA1190349	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1973 	65,000		RHD	Auction
Automatic	CHEVROLET MONZA	TA1190348	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1983 	79,908		RHD	Auction
Manual	FIAT 127	TA1190347	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1972 	15,000		RHD	Auction
Manual	JAGUAR XK	TA1190346	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1956 	59,913		RHD	Auction
Manual	MG B	TA1190345	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1973 	57,411		RHD	Auction
Manual	JAGUAR XJS	TA1190344	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1987 	85,170		RHD	Auction
Manual	TRIUMPH TR4	TA1190343	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1963 	56,614		RHD	Auction
Manual	MG BGT Mk1	DIY1178541	Well documented, rust free, owned this for one year, some older welding was redone, it sounds sup...	Mk1	1967 	67,000		RHD	12,000
Manual	MERCEDES-BENZ 230 sl	DIY1184284	I am the second owner, my 4th classic, full restoration done back in 2015, original color and bod...	sl	1967 	65,190		RHD	33,000
Manual	CHEVROLET CORVETTE	TA1190340	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1976 	88,243		RHD	Auction
Manual	PEUGEOT 405	TA1190339	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1989 	224,178		RHD	Auction
Automatic	JAGUAR XK	TA1190338	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		2006 	89,800		RHD	Auction
Manual	FORD ANGLIA	TA1190337	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1958 	73,563		RHD	Auction
Manual	PORSCHE 911	TA1190336	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		2002 	152,700		RHD	Auction
Manual	FIAT 128	TA1190335	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1976 	112,257		RHD	Auction
Manual	FERRARI 208	TA1190334	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1976 	75,000		RHD	Auction
Manual	MG TF	TA1190333	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		2002 	132,500		RHD	Auction
Manual	MERCEDES-BENZ 200	TA1190332	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1992 	95,000		RHD	Auction
Manual	LANCIA FLAMINIA	TA1190331	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1961 	108,134		RHD	Auction
Manual	VOLKSWAGEN KEVER	TA1190330	This classic car is for auction on the online auction platform Catawiki. Please click on 'Dealer ...		1973 	97,807		RHD	Auction
